"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AJ1","GF1","MW1"
"02917099999","1912-01-26T13:00:00","4","63.00715","27.797756","98.45","KUOPIO, FI","FM-12","99999","V020","999,1,C,0000,1","99999,9,9,N","000000,1,N,9","-0200,1","+9999,9","10023,1",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",
"02917099999","1912-01-26T20:00:00","4","63.00715","27.797756","98.45","KUOPIO, FI","FM-12","99999","V020","999,1,C,0000,1","99999,9,9,N","000000,1,N,9","-0294,1","+9999,9","10064,1",,"00,99,1,99,9,99,9,99999,9,99,9,99,9",
"02917099999","1912-01-27T06:00:00","4","63.00715","27.797756","98.45","KUOPIO, FI","FM-12","99999","V020","320,1,N,0010,1","99999,9,9,N","000000,1,N,9","-0306,1","+9999,9","10050,1",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",
"02917099999","1912-01-27T13:00:00","4","63.00715","27.797756","98.45","KUOPIO, FI","FM-12","99999","V020","200,1,N,0051,1","99999,9,9,N","000000,1,N,9","-0144,1","+9999,9","09995,1",,"05,99,1,99,9,99,9,99999,9,99,9,99,9",
"02917099999","1912-01-27T20:00:00","4","63.00715","27.797756","98.45","KUOPIO, FI","FM-12","99999","V020","230,1,N,0062,1","99999,9,9,N","000000,1,N,9","-0106,1","+9999,9","09914,1",,"06,99,1,99,9,99,9,99999,9,99,9,99,9",
"02917099999","1912-01-28T06:00:00","4","63.00715","27.797756","98.45","KUOPIO, FI","FM-12","99999","V020","230,1,N,0031,1","99999,9,9,N","000000,1,N,9","-0067,1","+9999,9","09851,1",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",
"02917099999","1912-01-28T13:00:00","4","63.00715","27.797756","98.45","KUOPIO, FI","FM-12","99999","V020","999,1,C,0000,1","99999,9,9,N","000000,1,N,9","-0044,1","+9999,9","09839,1",,"08,99,1,99,9,99,9,99999,9,99,9,99,9","72,1"
"02917099999","1912-01-28T20:00:00","4","63.00715","27.797756","98.45","KUOPIO, FI","FM-12","99999","V020","230,1,N,0010,1","99999,9,9,N","000000,1,N,9","-0067,1","+9999,9","09847,1",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",
"02917099999","1912-01-29T06:00:00","4","63.00715","27.797756","98.45","KUOPIO, FI","FM-12","99999","V020","360,1,N,0021,1","99999,9,9,N","000000,1,N,9","-0111,1","+9999,9","09884,1",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",
"02917099999","1912-01-29T13:00:00","4","63.00715","27.797756","98.45","KUOPIO, FI","FM-12","99999","V020","360,1,N,0010,1","99999,9,9,N","000000,1,N,9","-0144,1","+9999,9","09955,1",,"00,99,1,99,9,99,9,99999,9,99,9,99,9",
"02917099999","1912-01-29T20:00:00","4","63.00715","27.797756","98.45","KUOPIO, FI","FM-12","99999","V020","360,1,N,0021,1","99999,9,9,N","000000,1,N,9","-0211,1","+9999,9","09984,1",,"00,99,1,99,9,99,9,99999,9,99,9,99,9",
"02917099999","1912-01-30T06:00:00","4","63.00715","27.797756","98.45","KUOPIO, FI","FM-12","99999","V020","999,1,C,0000,1","99999,9,9,N","000000,1,N,9","-0233,1","+9999,9","09990,1",,"01,99,1,99,9,99,9,99999,9,99,9,99,9",
"02917099999","1912-01-30T13:00:00","4","63.00715","27.797756","98.45","KUOPIO, FI","FM-12","99999","V020","999,1,C,0000,1","99999,9,9,N","000000,1,N,9","-0194,1","+9999,9","09990,1",,"00,99,1,99,9,99,9,99999,9,99,9,99,9",
"02917099999","1912-01-30T20:00:00","4","63.00715","27.797756","98.45","KUOPIO, FI","FM-12","99999","V020","999,1,C,0000,1","99999,9,9,N","000000,1,N,9","-0283,1","+9999,9","09972,1",,"02,99,1,99,9,99,9,99999,9,99,9,99,9",
"02917099999","1912-01-31T06:00:00","4","63.00715","27.797756","98.45","KUOPIO, FI","FM-12","99999","V020","999,1,C,0000,1","99999,9,9,N","000000,1,N,9","-0228,1","+9999,9","09918,1",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",
"02917099999","1912-01-31T13:00:00","4","63.00715","27.797756","98.45","KUOPIO, FI","FM-12","99999","V020","090,1,N,0062,1","99999,9,9,N","000000,1,N,9","-0172,1","+9999,9","09860,1",,"08,99,1,99,9,99,9,99999,9,99,9,99,9","74,1"
"02917099999","1912-01-31T20:00:00","4","63.00715","27.797756","98.45","KUOPIO, FI","FM-12","99999","V020","070,1,N,0062,1","99999,9,9,N","000000,1,N,9","-0172,1","+9999,9","09819,1",,"08,99,1,99,9,99,9,99999,9,99,9,99,9","74,1"
"02917099999","1912-02-01T06:00:00","4","63.00715","27.797756","98.45","KUOPIO, FI","FM-12","99999","V020","070,1,N,0041,1","99999,9,9,N","000000,1,N,9","-0178,1","+9999,9","09794,1",,"08,99,1,99,9,99,9,99999,9,99,9,99,9","72,1"
"02917099999","1912-02-01T13:00:00","4","63.00715","27.797756","98.45","KUOPIO, FI","FM-12","99999","V020","070,1,N,0031,1","99999,9,9,N","000000,1,N,9","-0189,1","+9999,9","09795,1",,"08,99,1,99,9,99,9,99999,9,99,9,99,9","72,1"
"02917099999","1912-02-01T20:00:00","4","63.00715","27.797756","98.45","KUOPIO, FI","FM-12","99999","V020","050,1,N,0031,1","99999,9,9,N","000000,1,N,9","-0222,1","+9999,9","09790,1",,"03,99,1,99,9,99,9,99999,9,99,9,99,9",
"02917099999","1912-02-02T06:00:00","4","63.00715","27.797756","98.45","KUOPIO, FI","FM-12","99999","V020","050,1,N,0010,1","99999,9,9,N","000000,1,N,9","-0189,1","+9999,9","09796,1",,"04,99,1,99,9,99,9,99999,9,99,9,99,9",
"02917099999","1912-02-02T13:00:00","4","63.00715","27.797756","98.45","KUOPIO, FI","FM-12","99999","V020","050,1,N,0031,1","99999,9,9,N","000000,1,N,9","-0194,1","+9999,9","09798,1",,"06,99,1,99,9,99,9,99999,9,99,9,99,9",
